DEALER NAME,LOCATION,PHONE,DISTANCE,INVENTORY,ZIP,CITY,INVENTORY URL
"HYATT CARS OF HOUSTON, LLC","1624 GESSNER RD HOUSTON, TX 77080",(713) 979-9090 | 1631.3 miles,1631.3 miles,38,77080,"San Francisco, CA",https://www.carzing.com/dealer/hyatt-cars-of-houston-llc/7d961d0fc7810eba86a7ade6836a09a0
WESTSIDE MOTORS,"8150 LONG POINT RD HOUSTON, TX 77055",(832) 513-5987 | 1634 miles,1634 miles,18,77055,"San Francisco, CA",https://www.carzing.com/dealer/westside-motors/8c801b161751c198dda35f3f92cb05c1
ANF AUTO FINANCE,"6004 N SHEPHERD DR STE A HOUSTON, TX 77091",(713) 695-3000 | 1636.8 miles,1636.8 miles,208,77091,"San Francisco, CA",https://www.carzing.com/dealer/anf-auto-finance/748e50f1b5a042081ae28f6e7e2eacc7
USA DIRECT AUTO,"1901 LITTLE YORK RD HOUSTON, TX 77093",(346) 248-7512 | 1639.1 miles,1639.1 miles,275,77093,"San Francisco, CA",https://www.carzing.com/dealer/usa-direct-auto/bb96f947d315c00892ef1302cfe606d0
PIPES AUTO SALES (HM),"4236 HEARNE AVE SHREVEPORT, LA 71103",(318) 550-5082 | 1651.9 miles,1651.9 miles,31,71103,"San Francisco, CA",https://www.carzing.com/dealer/pipes-auto-sales-hm/ce66987c7850129c49604b49dfda5b5a
TEXAS STAR MOTORS,"9006 ALMEDA GENOA RD HOUSTON, TX 77075",(713) 301-8121 | 1655.9 miles,1655.9 miles,92,77075,"San Francisco, CA",https://www.carzing.com/dealer/texas-star-motors/7034cc9616fc1f52d564c1dd6af35cf2
SOUTHERN HILL AUTO PLAZA,"1343 SOUTHERN HILLS CTR WEST PLAINS, MO 65775",(417) 257-7531 | 1673.4 miles,1673.4 miles,85,65775,"San Francisco, CA",https://www.carzing.com/dealer/southern-hill-auto-plaza/be6c649cc98ebe30bfb67d0e71da5f33
SMARTBUY,"9601 SAINT CHARLES ROCK RD SAINT LOUIS, MO 63114",(314) 736-6995 | 1730.8 miles,1730.8 miles,22,63114,"San Francisco, CA",https://www.carzing.com/dealer/smartbuy/17d6c479476c15715f957e2b5b4a100b
BOOST AUTO SALES,"7830 WATSON RD SAINT LOUIS, MO 63119",1733.8 miles,1733.8 miles,57,63119,"San Francisco, CA",https://www.carzing.com/dealer/boost-auto-sales/aae44727f58aa04220fce7cbacb57f5c
LEMAN AUTOMOTIVE INC.,"644 COUNTY ROAD 1200 E EUREKA, IL 61530",(309) 303-5417 | 1771.9 miles,1771.9 miles,17,61530,"San Francisco, CA",https://www.carzing.com/dealer/leman-automotive-inc/e1f0357bdea174b5217933bc178bd1c3
WISCONSIN FAMILY AUTOS LLC,"1925 S 14TH ST MANITOWOC, WI 54220",(920) 946-7276 | 1849.9 miles,1849.9 miles,12,54220,"San Francisco, CA",https://www.carzing.com/dealer/wisconsin-family-autos-llc/d5d31b75e3e72ce08fa48f91a6de5ff9
DYNAMICS AUTO WHOLESALES INC,"9301 INDIANAPOLIS BLVD HIGHLAND, IN 46322",(219) 595-5656 | 1863.2 miles,1863.2 miles,31,46322,"San Francisco, CA",https://www.carzing.com/dealer/dynamics-auto-wholesales-inc/5d847fb5ae5107398198b633c9940c1c
HOBART AUTO SALES INC,"1171 W 37TH AVE HOBART, IN 46342",(219) 940-9157 | 1873.3 miles,1873.3 miles,156,46342,"San Francisco, CA",https://www.carzing.com/dealer/hobart-auto-sales-inc/ac00b83c5be861780e0e0505c3a25959
"NAMAZI MOTORS, LLC","600 WESTBANK EXPY STE B WESTWEGO, LA 70094",(504) 444-9584 | 1919.2 miles,1919.2 miles,15,70094,"San Francisco, CA",https://www.carzing.com/dealer/namazi-motors-llc/b210e180c13451b11a4af51424cb57b8
"SABIH AUTO SALES, LLC","2726 PARIS RD CHALMETTE, LA 70043",(504) 581-8710 | 1927.8 miles,1927.8 miles,59,70043,"San Francisco, CA",https://www.carzing.com/dealer/sabih-auto-sales-llc/bddb27106a60d16ede83e6fa8d184eb4
FLORABAMA AUTO SALES,"4234 N JACKSON HWY SHEFFIELD, AL 35660",(256) 978-5497 | 1934.8 miles,1934.8 miles,29,35660,"San Francisco, CA",https://www.carzing.com/dealer/florabama-auto-sales/78a129fe65b742930e4f6f1382973612
TOP GEAR IMPORTS,"4507 S SCATTERFIELD RD ANDERSON, IN 46013",(765) 400-4939 | 1967.7 miles,1967.7 miles,54,46013,"San Francisco, CA",https://www.carzing.com/dealer/top-gear-imports/63877085f0cc1f8d2f17d24c6bbe01e4
SMARTSHOP MOTORS LLC,"2930 9TH AVE N BESSEMER, AL 35020",2002.4 miles,2002.4 miles,33,35020,"San Francisco, CA",https://www.carzing.com/dealer/smartshop-motors-llc/3a2ab140a0a5cc3391df0109fc0ca4cf
STEELY LEASE SALES,"2401 MORGAN RD BESSEMER, AL 35022",(205) 481-9557 | 2005 miles,2005 miles,75,35022,"San Francisco, CA",https://www.carzing.com/dealer/steely-lease-sales/64f17df23b4747e7dbd70c636dcf8c34
STEVEN'S AUTO SALES,"5731 HIGHWAY 90 THEODORE, AL 36582",(251) 653-1393 | 2008 miles,2008 miles,64,36582,"San Francisco, CA",https://www.carzing.com/dealer/stevens-auto-sales/6d4610884713c4e199efe3955b8d73f3
ELITE MOTORS LLC,"2691 GOVERNMENT BLVD MOBILE, AL 36606",2008.3 miles,2008.3 miles,67,36606,"San Francisco, CA",https://www.carzing.com/dealer/elite-motors-llc/e2a355df151105ed5e41bc3077fb1960
UNLIMITED AUTO GROUP OF WEST CHESTER,"7897 CINCINNATI DAYTON RD WEST CHESTER, OH 45069",(513) 801-1465 | 2040.9 miles,2040.9 miles,278,45069,"San Francisco, CA",https://www.carzing.com/dealer/unlimited-auto-group-of-west-chester/7f67ccedcd9e48ec225a9f52896716c2
"YOLO AUTO SALES, LLC","943 S COURT ST MONTGOMERY, AL 36104",2062.2 miles,2062.2 miles,7,36104,"San Francisco, CA",https://www.carzing.com/dealer/yolo-auto-sales-llc/b8817ebcf3f9b7747dfa01e745d6e052
EXTREME CAR CENTER INC,"17101 TELEGRAPH RD DETROIT, MI 48219",(313) 443-5555 | 2073.8 miles,2073.8 miles,108,48219,"San Francisco, CA",https://www.carzing.com/dealer/extreme-car-center-inc/89ac8e2c81d0731d91be8f0256c9ff40
ROAD RUNNER AUTO SALES,"24560 EUREKA RD TAYLOR, MI 48180",(734) 947-4667 | 2075.2 miles,2075.2 miles,84,48180,"San Francisco, CA",https://www.carzing.com/dealer/road-runner-auto-sales/af78a3be8481a50baa138cbcf410e0b1
M97 AUTO,"30030 GROESBECK HWY ROSEVILLE, MI 48066",(586) 441-5352 | 2089.8 miles,2089.8 miles,69,48066,"San Francisco, CA",https://www.carzing.com/dealer/m97-auto/a73c10a64d27433d6bd8b7423cea3807
GRAND MOTORCARS,"1860 ROSWELL RD MARIETTA, GA 30062",(678) 263-0001 | 2124.2 miles,2124.2 miles,214,30062,"San Francisco, CA",https://www.carzing.com/dealer/grand-motorcars/8deff02528826d5f2eecaf348b81ff6b
YEP CAR LLC,"2180 MONTGOMERY HWY DOTHAN, AL 36303",(334) 200-2411 | 2139.5 miles,2139.5 miles,22,36303,"San Francisco, CA",https://www.carzing.com/dealer/yep-car-llc/5356da7b152753f110dfd03bde3a2388
ATLANTA BEST USED CARS LLC,"5141 BUFORD HWY PEACHTREE CORNERS, GA 30071",(770) 449-9711 | 2140.9 miles,2140.9 miles,473,30071,"San Francisco, CA",https://www.carzing.com/dealer/atlanta-best-used-cars-llc/4986d5e0dcd0d9e47b9f3513feda7858
CARMA AUTOMOTIVE GROUP,"4189 ABBOTTS BRIDGE RD DULUTH, GA 30096",(404) 382-5353 | 2141.4 miles,2141.4 miles,183,30096,"San Francisco, CA",https://www.carzing.com/dealer/carma-automotive-group/7af49bf2379991cf917c54d98ee4a19a
BABS MOTORS INC,"2900 EMBER DR DECATUR, GA 30034",2142 miles,2142 miles,75,30034,"San Francisco, CA",https://www.carzing.com/dealer/babs-motors-inc/088eaed3b3aa0905e55f576b0639aeff
CLASSIC LUXURY MOTORS INC,"4277 BUFORD DR BUFORD, GA 30518",(770) 945-1605 | 2147.9 miles,2147.9 miles,70,30518,"San Francisco, CA",https://www.carzing.com/dealer/classic-luxury-motors-inc/32da5443e584bbef68387a22ead51969
SS AUTO LLC,"8203 MAXWELL CIR SPARTANBURG, SC 29303",(864) 586-5545 | 2238.5 miles,2238.5 miles,20,29303,"San Francisco, CA",https://www.carzing.com/dealer/ss-auto-llc/de5f26883dd24edc3287f3536281ee09
DUNCAN MOTORCARS SALES INC,"8555 SOUTHWESTERN BLVD ANGOLA, NY 14006",(716) 912-3456 | 2290 miles,2290 miles,84,14006,"San Francisco, CA",https://www.carzing.com/dealer/duncan-motorcars-sales-inc/b42ef048e34f89431c2c0e4d36bc8089
TOP GEAR IMPORTS INC,"860 W RIDGE RD ROCHESTER, NY 14615",(585) 697-0001 | 2352.6 miles,2352.6 miles,36,14615,"San Francisco, CA",https://www.carzing.com/dealer/top-gear-imports-inc/8f6d269b1ecbe8b1f57322345dc67ab7
STARKEY AUTO LLC,"2706 ALT 19 STE 106 PALM HARBOR, FL 34683",(727) 271-8908 | 2374.5 miles,2374.5 miles,8,34683,"San Francisco, CA",https://www.carzing.com/dealer/starkey-auto-llc/8e3e319a5772f208078784c1f40c3a9c
AMADO IMPORT & EXPORT CORP,"6029 MEMORIAL HWY TAMPA, FL 33615",(813) 249-0070 | 2388.6 miles,2388.6 miles,42,33615,"San Francisco, CA",https://www.carzing.com/dealer/amado-import-export-corp/27380c44ff072e49b39b0e530793efd2
BASCARSHOP,"4722 N LOIS AVE TAMPA, FL 33614",(813) 562-9935 | 2391.7 miles,2391.7 miles,25,33614,"San Francisco, CA",https://www.carzing.com/dealer/bascarshop/51109bcff9d43d1cb4a3bbe08bc35454
HORIZON AUTO SALES,"3710 NEIL ST RALEIGH, NC 27607",(919) 961-8285 | 2400.9 miles,2400.9 miles,15,27607,"San Francisco, CA",https://www.carzing.com/dealer/horizon-auto-sales/d26bee5307861ad05cea7e14bbf190ed
NATIONWIDE LIQUIDATORS,"170 N RALEIGH ST ANGIER, NC 27501",(919) 331-2027 | 2403.7 miles,2403.7 miles,8,27501,"San Francisco, CA",https://www.carzing.com/dealer/nationwide-liquidators/baa67210425e04acb5907d39f16f3c71
SUPREME RALEIGH INC,"3204 CAPITAL BLVD RALEIGH, NC 27604",(919) 602-9487 | 2405.6 miles,2405.6 miles,57,27604,"San Francisco, CA",https://www.carzing.com/dealer/supreme-raleigh-inc/d85023b27979a3af94353d004c38fda8
MAHWY CARS INC,"25350 PLEASANT VALLEY RD STE 150 CHANTILLY, VA 20152",(571) 677-3030 | 2410.9 miles,2410.9 miles,115,20152,"San Francisco, CA",https://www.carzing.com/dealer/mahwy-cars-inc/fd6777f82abd078157594ceaa6edbf6a
ROUTE 11 MOTORSPORTS,"151 US ROUTE 11 CENTRAL SQUARE, NY 13036",(315) 676-4355 | 2427.6 miles,2427.6 miles,10,13036,"San Francisco, CA",https://www.carzing.com/dealer/route-11-motorsports/9f2508249161fbd1b7178f0143680d21
MINT AUTO SALES,"6036 S ORANGE BLOSSOM TRL ORLANDO, FL 32809",(407) 203-6468 | 2437.8 miles,2437.8 miles,156,32809,"San Francisco, CA",https://www.carzing.com/dealer/mint-auto-sales/24028aa5bbace28f31e278acd0c82139
PC MOTOR SALES LLC,"1543 W LANDSTREET RD STE 901 ORLANDO, FL 32824",(407) 930-0091 | 2438.6 miles,2438.6 miles,77,32824,"San Francisco, CA",https://www.carzing.com/dealer/pc-motor-sales-llc/649737b4f84ef73a16bf3f0e966bdfee
STATE MOTOR CITY,"1316 EMANCIPATION HWY FREDERICKSBURG, VA 22401",(540) 681-1971 | 2439 miles,2439 miles,48,22401,"San Francisco, CA",https://www.carzing.com/dealer/state-motor-city/fff80da74c76b8e655361dfb373d23b2
BEST CAR DEALS OF ORLANDO,"925 ANDY ST ORLANDO, FL 32809",(407) 438-5555 | 2439.6 miles,2439.6 miles,16,32809,"San Francisco, CA",https://www.carzing.com/dealer/best-car-deals-of-orlando/f12852a7c5ecad14e88f065bb4ba1f40
SOUTHLAKE USED CARS LLC,"7133 S ORANGE AVE ORLANDO, FL 32809",(407) 271-8249 | 2439.7 miles,2439.7 miles,27,32809,"San Francisco, CA",https://www.carzing.com/dealer/southlake-used-cars-llc/f36d9f5ef78e5f9dee38d38690b70f00
CARZLANE INC,"2747 ANNAPOLIS RD HANOVER, MD 21076",(443) 808-1111 | 2445.3 miles,2445.3 miles,228,21076,"San Francisco, CA",https://www.carzing.com/dealer/carzlane-inc/4724e0becac3d51b6c637e63d9c40bbc
DELAWARE PUBLIC AUTO AUCTION,"2323 N DUPONT HWY NEW CASTLE, DE 19720",(302) 656-0500 | 2498.5 miles,2498.5 miles,23,19720,"San Francisco, CA",https://www.carzing.com/dealer/delaware-public-auto-auction/16ccb608b62624e831bae8cb19ebedc4
757 AUTO BROKERS LLC,"2400 E INDIAN RIVER RD NORFOLK, VA 23523",(757) 937-5169 | 2511 miles,2511 miles,36,23523,"San Francisco, CA",https://www.carzing.com/dealer/757-auto-brokers-llc/a0984e8ba86c9589a8b1e8b396364fa7
CAR N DRIVE INC,"1037 US HIGHWAY 206 BORDENTOWN, NJ 08505",(609) 531-6070 | 2536.4 miles,2536.4 miles,209,08505,"San Francisco, CA",https://www.carzing.com/dealer/car-n-drive-inc/bdfa8ba97e2e52d8c0fb9d6b9a8ffc88
G MOTORS USA LLC,"6 BENTLEY RD MONROE, NJ 08831",(856) 767-6060 | 2547.5 miles,2547.5 miles,52,08831,"San Francisco, CA",https://www.carzing.com/dealer/g-motors-usa-llc/69c7541fb1b569a17f03dfc5e6952108
PALMER AUTO SALES,"50 BROADWAY MENANDS, NY 12204",(518) 639-6900 | 2553.7 miles,2553.7 miles,29,12204,"San Francisco, CA",https://www.carzing.com/dealer/palmer-auto-sales/405fcdd536e25c739fbb3a06d99c61a2
AUTO SPOT LLC,"22 S MAIN ST SOUTH HACKENSACK, NJ 07606",(201) 426-0055 | 2560.4 miles,2560.4 miles,942,07606,"San Francisco, CA",https://www.carzing.com/dealer/auto-spot-llc/f5627fdc11d700052878e02b0f7a4924
HIGH PERFORMANCE MOTORS,"2801 GREENE ST HOLLYWOOD, FL 33020",(954) 272-8989 | 2582.5 miles,2582.5 miles,64,33020,"San Francisco, CA",https://www.carzing.com/dealer/high-performance-motors/a42027c2a9bdfea3803e43d97d784017
ELITE MOTOR CARS OF MIAMI LLC,"5700 NW 27TH AVE MIAMI, FL 33142",(786) 436-4086 | 2585.5 miles,2585.5 miles,212,33142,"San Francisco, CA",https://www.carzing.com/dealer/elite-motor-cars-of-miami-llc/ff34b02c75283659dbd27133282f2434
CARYOU,"4387 NW 7TH ST MIAMI, FL 33126",(754) 277-9000 | 2585.7 miles,2585.7 miles,76,33126,"San Francisco, CA",https://www.carzing.com/dealer/caryou/f91ea191b358718894a4f1bef87960ce
FERCO MOTORS,"1740 SW 1ST ST MIAMI, FL 33135",(305) 541-5555 | 2588.3 miles,2588.3 miles,156,33135,"San Francisco, CA",https://www.carzing.com/dealer/ferco-motors/d285561ec0086279f80227efc3b6c0db
FARIS AUTO MALL INC,"512 W CENTER ST MANCHESTER, CT 06040",(860) 266-5666 | 2624.1 miles,2624.1 miles,186,06040,"San Francisco, CA",https://www.carzing.com/dealer/faris-auto-mall-inc/2015af0f4417c2fda07a0b1bf31fe720
HUSSON MOTORS,"8 LOWELL RD SALEM, NH 03079",(603) 685-8311 | 2677.7 miles,2677.7 miles,47,03079,"San Francisco, CA",https://www.carzing.com/dealer/husson-motors/a765cb4fb1e45e3ea214f156e783d12a
CSCARFINDER LLC DBA BEYOND MOTORS,"19 STEDMAN AVE BRAINTREE, MA 02184",(781) 428-3653 | 2696.4 miles,2696.4 miles,52,02184,"San Francisco, CA",https://www.carzing.com/dealer/cscarfinder-llc-dba-beyond-motors/e874de9c20e3e1a4979c12ac9a4b11f7
AUTO CENTER SALES & SERVICE INC.,"863 N MAIN ST WEST BRIDGEWATER, MA 02379",(774) 225-0595 | 2698.5 miles,2698.5 miles,361,02379,"San Francisco, CA",https://www.carzing.com/dealer/auto-center-sales-service-inc/24c841b9eac6f415eb4fc96551ef1bca
SUPER AUTOS MIAMI,"8470 NW 58TH ST. DORAL, FL 33166",(866) 944-2882 | 2580.4 miles,2580.4 miles,93,33166,"San Francisco, CA",https://www.carzing.com/dealer/super-autos-miami/c9a14e381279374e2b7be9d703cf2398
MANASSAS AUTO OUTLET,"8108 CENTREVILLE RD MANASSAS, VA 20111",(571) 364-8070 | 2414.1 miles,2414.1 miles,6,20111,"San Francisco, CA",https://www.carzing.com/dealer/manassas-auto-outlet/d0ba8f410e9161d5666859bd6d58a446
DOS HERMANOS MOTORS LLC,"2645 S GARLAND AVE STE A GARLAND, TX 75041",(469) 684-9719 | 1485.4 miles,1485.4 miles,16,75041,"San Francisco, CA",https://www.carzing.com/dealer/dos-hermanos-motors-llc/dd367750d1547f8f1aa216d846846ab9
JAM-ROCK AUTO SALES OF PANAMA CITY INC,"211 E 15TH ST PANAMA CITY, FL 32405",(850) 481-1104 | 2155.3 miles,2155.3 miles,74,32405,"San Francisco, CA",https://www.carzing.com/dealer/jamrock-auto-sales-of-panama-city-inc/653c2678ab85a43b5343ca906f9e861d
DUNHILL GROUP LTD,"1020 US HIGHWAY 1 AVENEL, NJ 07001",(732) 602-9800 | 2552.2 miles,2552.2 miles,92,07001,"San Francisco, CA",https://www.carzing.com/dealer/dunhill-group-ltd/39da73499f7a62d401992522fe1c64aa
SANDS MOTOR COMPANY,"5418 NW GRAND AVE GLENDALE, AZ 85301",(833) 751-0661 | 645 miles,645 miles,325,85301,"San Francisco, CA",https://www.carzing.com/dealer/sands-motor-company/484e32fed49bc1ef7c45b7faae0867ca
CHEVROLET OF TROY INC.,"1375 S MARKET ST TROY, OH 45373",(937) 335-0096 | 2044.3 miles,2044.3 miles,153,45373,"San Francisco, CA",https://www.carzing.com/dealer/chevrolet-of-troy-inc/4a6fa6d42caf833ca3f23fbc15de0c1a
RUSH AUTO SALES INC,"2341 MAPLE AVE BURLINGTON, NC 27215",2355.7 miles,2355.7 miles,62,27215,"San Francisco, CA",https://www.carzing.com/dealer/rush-auto-sales-inc/6b4cd16d0c5e36047b00dd475b1c25cb
CONSUMER AUTO CREDIT INC,"6706 N FLORIDA AVE TAMPA, FL 33604",(813) 539-3255 | 2394.1 miles,2394.1 miles,63,33604,"San Francisco, CA",https://www.carzing.com/dealer/consumer-auto-credit-inc/157326672f088ef378a0311c76fd5b89
NEW JERSEY USED CARS CENTER INC,"536 LYONS AVE IRVINGTON, NJ 07111",(973) 536-0000 | 2553.3 miles,2553.3 miles,59,07111,"San Francisco, CA",https://www.carzing.com/dealer/new-jersey-used-cars-center-inc/24047f3aee0429361de88b2d1116f33d
I-95 NISSAN,"3879 BLUE HERON BLVD W RIVIERA BEACH, FL 33404",(561) 363-0314 | 2561.7 miles,2561.7 miles,211,33404,"San Francisco, CA",https://www.carzing.com/dealer/i95-nissan/d2701fc38e428194b742ab059c207c4e
CAR2SELL,"126 US HIGHWAY 22 HILLSIDE, NJ 07205",(862) 231-6953 | 2579.5 miles,2579.5 miles,210,07205,"San Francisco, CA",https://www.carzing.com/dealer/car2sell/28f9e2c193f777b00e93e5950f211b8c
OWN A CAR OF FRESNO,"4030 N BLACKSTONE AVE FRESNO, CA 93726",(559) 225-6008 | 159.7 miles,159.7 miles,82,93726,"San Francisco, CA",https://www.carzing.com/dealer/own-a-car-of-fresno/378b92718a1218a355f3da1e01a684cd
FINDLAY HONDA HENDERSON,"933 AUTO SHOW DR HENDERSON, NV 89014",(702) 568-3585 | 425 miles,425 miles,967,89014,"San Francisco, CA",https://www.carzing.com/dealer/findlay-honda-henderson/e51d6792f22615d0d887db40a1881d45
CARSON CARS INC,"13806 HIGHWAY 99 LYNNWOOD, WA 98087",(425) 248-8680 | 696.6 miles,696.6 miles,72,98087,"San Francisco, CA",https://www.carzing.com/dealer/carson-cars-inc/9667d18090d2b74401dddb96a29f2954
"KORE AUTO SALES, LLC","6010 GUIDE MERIDIAN BELLINGHAM, WA 98226",(360) 656-5630 | 764.7 miles,764.7 miles,40,98226,"San Francisco, CA",https://www.carzing.com/dealer/kore-auto-sales-llc/e0d84c55975517672c70d903f26efced
ELDER MITSUBISHI,"910 S BELL BLVD CEDAR PARK, TX 78613",(512) 937-1500 | 1488.3 miles,1488.3 miles,128,78613,"San Francisco, CA",https://www.carzing.com/dealer/elder-mitsubishi/194a01e5c2646dbf3d22e1cd77c612a4
"GILLMAN OF SAN ANTONIO, INC","16044 INTERSTATE 35 N SELMA, TX 78154",(210) 651-5533 | 1491.8 miles,1491.8 miles,356,78154,"San Francisco, CA",https://www.carzing.com/dealer/gillman-of-san-antonio-inc/bb35425341325d57827c767e02ec817e
PRISTINE MOTORS LLC,"378 COMO AVE SAINT PAUL, MN 55103",1587.3 miles,1587.3 miles,1,55103,"San Francisco, CA",https://www.carzing.com/dealer/pristine-motors-llc/4c1e0729f4a879b8bcd1180e13612576
AUTO GURUS,"5301 S UNIVERSITY AVE LITTLE ROCK, AR 72209",1681.4 miles,1681.4 miles,32,72209,"San Francisco, CA",https://www.carzing.com/dealer/auto-gurus/bd0d7ea98e4860b534e4950dee582fef
NOURSE FAMILY OF DEALERSHIPS CHILICOTHE INC,"423 N BRIDGE ST CHILLICOTHE, OH 45601",(740) 773-7913 | 2115.8 miles,2115.8 miles,419,45601,"San Francisco, CA",https://www.carzing.com/dealer/nourse-family-of-dealerships-chilicothe-inc/4d255d0803f0009b6f53775c36ecc191
SALTON MOTOR CARS INC,"5645 ATLANTA HWY ALPHARETTA, GA 30004",(404) 343-0238 | 2133.6 miles,2133.6 miles,5,30004,"San Francisco, CA",https://www.carzing.com/dealer/salton-motor-cars-inc/3cccd68ab840d89554540625d831185e
THE CREW AUTO SALES,"820 MCFARLAND PKWY ALPHARETTA, GA 30004",(678) 736-8898 | 2135.4 miles,2135.4 miles,72,30004,"San Francisco, CA",https://www.carzing.com/dealer/the-crew-auto-sales/38324b608248e77c709ef35c547fe740
KARGAR MOTORS,"8901 MATHIS AVE MANASSAS, VA 20110",(703) 520-9696 | 2413.8 miles,2413.8 miles,2442,20110,"San Francisco, CA",https://www.carzing.com/dealer/kargar-motors/fdcf32073e1352d16e3b0e538bbc86b8
COMMONWEALTH MOTORS LLC,"9101 JEFFERSON DAVIS HWY RICHMOND, VA 23237",(804) 275-4946 | 2437.9 miles,2437.9 miles,47,23237,"San Francisco, CA",https://www.carzing.com/dealer/commonwealth-motors-llc/e4b6cdaacd9eaee6710fc34cdc009101
AN TOYOTA WINTER PARK,"225 N SEMORAN BLVD WINTER PARK, FL 32792",(407) 680-0783 | 2438.8 miles,2438.8 miles,624,32792,"San Francisco, CA",https://www.carzing.com/dealer/an-toyota-winter-park/15ea6b71d316ec337db29f51846e7e2a
CHAMPS AUTOSPORTS,"500 E NINE MILE RD HIGHLAND SPRINGS, VA 23075",2441.1 miles,2441.1 miles,1,23075,"San Francisco, CA",https://www.carzing.com/dealer/champs-autosports/bdb47c03435ff803153b8ce12e9d13f1
"MIKE AUTO SALES, L.L.C.","8000 S DIXIE HWY WEST PALM BEACH, FL 33405",(561) 531-0505 | 2568.4 miles,2568.4 miles,27,33405,"San Francisco, CA",https://www.carzing.com/dealer/mike-auto-sales-llc/d15193f304e5bd86bd0efff1b405de0e
BRONX KIA,"3505 CONNER ST BRONX, NY 10475",(646) 241-7084 | 2571.4 miles,2571.4 miles,125,10475,"San Francisco, CA",https://www.carzing.com/dealer/bronx-kia/f90711f34fab94a711fcc149dcd2af40
DANYCAR AUTO SALES LLC,"3151 NW 36TH ST MIAMI, FL 33142",(305) 482-0111 | 2585.8 miles,2585.8 miles,73,33142,"San Francisco, CA",https://www.carzing.com/dealer/danycar-auto-sales-llc/0f0a946f4784ee8690d9a7180fc79179
MUDROVIC AUTO SALES,"811 COLUMBIA LN PROVO, UT 84604",(801) 837-4435 | 600.4 miles,600.4 miles,2,84604,"San Francisco, CA",https://www.carzing.com/dealer/mudrovic-auto-sales/264b92c762b1ee7c81e12574104f97e3
"GREENWOOD AUTO, LLC","3010 CORNHUSKER HWY LINCOLN, NE 68504",1386.4 miles,1386.4 miles,34,68504,"San Francisco, CA",https://www.carzing.com/dealer/greenwood-auto-llc/38287575b7d7495d16bb62077839ff38
NEBRASKA AUTO SALES LLC,"6052 L ST OMAHA, NE 68117",(402) 731-2198 | 1421.5 miles,1421.5 miles,74,68117,"San Francisco, CA",https://www.carzing.com/dealer/nebraska-auto-sales-llc/3d437f3892510ef07e5c7ebd2cc96673
SHAWNEE MISSION FORD,"11501 SHAWNEE MISSION PKWY SHAWNEE, KS 66203",(913) 631-0000 | 1495.8 miles,1495.8 miles,155,66203,"San Francisco, CA",https://www.carzing.com/dealer/shawnee-mission-ford/7d2670652f100f0f726550103502188f
"ALEX AUTO SALES, INC.","1118 WINCHESTER RD LEXINGTON, KY 40505",(859) 367-0060 | 2053.6 miles,2053.6 miles,25,40505,"San Francisco, CA",https://www.carzing.com/dealer/alex-auto-sales-inc/e58733f98bb6837f91796aa8222fd482
DIGITAL AUTO LLC,"2143 WILDERNESS CT LEXINGTON, KY 40509",(859) 368-9937 | 2054.4 miles,2054.4 miles,16,40509,"San Francisco, CA",https://www.carzing.com/dealer/digital-auto-llc/52a8c5d4841454d231572d03d8edfbbc
AUTOS DIRECT OF FREDERICKSBURG,"4540 LAFAYETTE BLVD FREDERICKSBURG, VA 22408",(540) 300-4540 | 2420 miles,2420 miles,427,22408,"San Francisco, CA",https://www.carzing.com/dealer/autos-direct-of-fredericksburg/bc981068b0a400f9ebde9be42a61eff8
BAM BAM AUTOMOTIVE CORP,"4413 S US HIGHWAY 1 FORT PIERCE, FL 34982",2529.9 miles,2529.9 miles,23,34982,"San Francisco, CA",https://www.carzing.com/dealer/bam-bam-automotive-corp/d936ed4f72502ca53ba161152aadd2c9
HIGHLINE MOTOR CARS CORP,"1889 ROUTE 38 SOUTHAMPTON, NJ 08088",(609) 267-6969 | 2537.1 miles,2537.1 miles,92,08088,"San Francisco, CA",https://www.carzing.com/dealer/highline-motor-cars-corp/7d9a8286da356590ce91a3e563caa8d3
CARROMUNDO LLC,"238 MCBRIDE AVE PATERSON, NJ 07501",(973) 396-8775 | 2552.7 miles,2552.7 miles,51,07501,"San Francisco, CA",https://www.carzing.com/dealer/carromundo-llc/e5557cbd5a3e7d6335da570015b7968d
ROYALTY AUTO SALES INC,"120 US HIGHWAY 46 LITTLE FERRY, NJ 07643",(201) 440-3362 | 2561.1 miles,2561.1 miles,132,07643,"San Francisco, CA",https://www.carzing.com/dealer/royalty-auto-sales-inc/eef4275c6d34d00783d2d3546c1366f3
REV MOTORS LLC,"160 US HIGHWAY 46 LITTLE FERRY, NJ 07643",(201) 375-4789 | 2561.1 miles,2561.1 miles,63,07643,"San Francisco, CA",https://www.carzing.com/dealer/rev-motors-llc/487444c0477ded500566bad9a43b7d76
DANILO'S INC. USED AUTO DEALERSHIP,"184 S LEXINGTON AVE WHITE PLAINS, NY 10606",(914) 831-7555 | 2572.3 miles,2572.3 miles,134,10606,"San Francisco, CA",https://www.carzing.com/dealer/danilos-inc-used-auto-dealership/51b001e0eb710959b798ee0bc5db2d85
MACAR INVESTMENT LLC,"7472 NW 55TH ST MIAMI, FL 33166",(305) 282-2656 | 2581.4 miles,2581.4 miles,45,33166,"San Francisco, CA",https://www.carzing.com/dealer/macar-investment-llc/4a344815cbd8332431e7daae0ef08573
